LAGER LISTA  ;;;;;;;;;;;;;;;;;;;;
Rbr.;MT;NadGrupa;Grupa;Šifra robe;Barcode;KatBroj;Naziv robe;Dob;NazivDob;Polica;Pretinac;JMJ;Stanje;PNBC;VPC;MPC;TD_Sifra;TD_ID;Top;Akt
21402;50;*Bez*;*Bez*;31317;3322937475575;JBJ752;KUGLA GOLF V DX ;;;;;KOM;1,00;25,51;42,13;49,29;;0,00;;D
21406;50;*Bez*;*Bez*;31321;5055181514100;EAF232(C23148);FILTER ZRAKA MERCEDES ;;;;;KOM;1,00;11,00;16,50;19,31;;0,00;;D
21407;50;*Bez*;*Bez*;30905;4011558941505;WK822/3;FILTER GORIVA W211/W220/ML W163 400CDI ;;;;;KOM;1,00;29,00;32,73;38,29;;0,00;;D
21410;50;*Bez*;*Bez*;30908;4005108282873;532032630(55429);ŠPANER VW ;;;;;KOM;1,00;26,04;41,66;48,74;;0,00;;D
21412;50;*Bez*;*Bez*;30910;5055339160685;EAF705(C24123/2);FILTER ZRAKA RENO LAGUNA III ;;;;;KOM;1,00;9,50;14,25;16,67;;0,00;;D
21414;50;*Bez*;*Bez*;30912;4014870145187;538011410(65470);VODENA PUMPA VW PASAT ;;;;;KOM;1,00;43,97;67,65;79,15;;0,00;;D
21418;50;*Bez*;*Bez*;30916;3322937991969;JSB168;ŠOLJA AMORTIZERA ZADNJA VW ŠKODA ;;;;;KOM;2,00;15,00;19,90;23,28;;0,00;;D
21424;50;*Bez*;*Bez*;30463;5710412049508;1114500600(107308);RAČVA VODE ;;;;;KOM;3,00;1,47;4,00;4,68;;0,00;;D
21428;50;*Bez*;*Bez*;30467;5413978204427;863641;ČAURA DONJE LAFETE VW TOUAREG ;;;;;KOM;2,00;18,025;26,94;31,52;;0,00;;D
21431;50;*Bez*;*Bez*;29997;5055181517415;EOF007(W719/5);FILTER ULJA VW BENZIN ;;;;;KOM;2,00;3,58;5,50;6,44;;0,00;;D
21435;50;*Bez*;*Bez*;31505;4026634275276;71-34096-00;BRTVA DEKLA ;;;;;KOM;1,00;17,37;26,00;30,42;;0,00;;D
21441;50;*Bez*;*Bez*;31511;4011558019976;C25004;FILTER ZRAKA MERCEDES DX ;;;;;KOM;1,00;22,97;37,06;43,36;;0,00;;D
21442;50;*Bez*;*Bez*;31512;4011558019945;C27006;FILTER ZRAKA MERCEDES LX ;;;;;KOM;1,00;22,97;37,06;43,36;;0,00;;D
21446;50;*Bez*;*Bez*;29900;3322936154006;DF1540;DISK ZADNJI VW PASAT-GOLF ;;;;;KOM;2,00;27,00;39,76;46,52;;0,00;;D
21452;50;*Bez*;*Bez*;29906;5413978185269;5631;KRAJNICA RENO DACIA ;;;;;KOM;1,00;16,00;19,20;22,46;;0,00;;D
21460;50;*Bez*;*Bez*;31043;5414465352751;5PK1023;MIKROREMEN 5PK1023 ;;;;;KOM;1,00;12,00;16,41;19,20;;0,00;;D
21461;50;*Bez*;*Bez*;30622;4011558017811;C35005;FILTER ZRAKA MERCEDES W204/W212 ;;;;;KOM;1,00;45,26;73,00;85,41;;0,00;;D
21469;50;*Bez*;*Bez*;30515;4005108306685;530016410(531025130+522;SET ZUPČASTOG VW ;;;;;KOM;1,00;58,40;89,85;105,12;;0,00;;D
21470;50;*Bez*;*Bez*;30516;4019722287237;92120705(DF4294);DISK PREDNJI GOLF V A3 2004- ;;;;;KOM;2,00;45,55;70,08;81,99;;0,00;;D
21477;50;*Bez*;*Bez*;30523;3322938131326;JGT1082T;AMORTIZER ZADNJI ŠKODA POLO 2002- ;;;;;KOM;2,00;42,81;65,86;77,06;;0,00;;D
21482;50;*Bez*;*Bez*;30528;5414465353000;6DPK1195;MIKRO REMEN 6DPK1195 ;;;;;KOM;1,00;17,915;29,00;33,93;;0,00;;D
21495;50;*Bez*;*Bez*;31822;4014870407438;814006610;ŠOLJA AMORTIZERA GOLF III -94 ;;;;;KOM;4,00;11,205;18,00;21,06;;0,00;;D
21497;50;*Bez*;*Bez*;30771;4011558024147;W7023;FILTER ULJA KIA HYUNDAI ;;;;;KOM;1,00;5,00;7,65;8,95;;0,00;;D
21498;50;*Bez*;*Bez*;30772;3831064001033;11.721.659;GRIJAČ 1.9D/TDI/SDI ;;;;;KOM;4,00;7,26;9,95;11,64;;0,00;;D
21499;50;*Bez*;*Bez*;30773;087295146194;BKR6EZ;SVJEĆICA NGK ;;;;;KOM;4,00;3,67;6,15;7,20;;0,00;;D
21501;50;*Bez*;*Bez*;30775;5710412202637;1114502900;RAČVA VODE VW AUDI 2.0TDI 2004- ;;;;;KOM;1,00;6,32;9,73;11,38;;0,00;;D
21513;50;*Bez*;*Bez*;30824;4011558043179;W7032;FILTER ULJA ;;;;;KOM;1,00;12,26;19,69;23,04;;0,00;;D
21523;50;*Bez*;*Bez*;31323;5055181550832;CBP0707(GDB1274);PLOČICE PREDNJE VW ;;;;;KOM;2,00;22,0567;35,65;41,71;;0,00;;D
21541;50;*Bez*;*Bez*;30736;3322937320103;DF4183;DISK PREDNJI PEŽO ;;;;;KOM;2,00;39,955;60,21;70,45;;0,00;;D
21553;50;*Bez*;*Bez*;30407;3322937391097;BHN318;KOČ.KLIJEŠTA ZAD. DX AUDI VW GOLF V ;;;;;KOM;1,00;105,62;162,50;190,13;;0,00;;D
21554;50;*Bez*;*Bez*;30408;5055181518139;EOF061(W712/52);FILTER ULJA ;;;;;KOM;2,00;3,9367;6,15;7,20;;0,00;;D
21561;50;*Bez*;*Bez*;31515;5055181533477;EFF135(WK521/2 WK521);FILTER GORIVA BMW E46 320D ;;;;;KOM;1,00;27,08;42,31;49,50;;0,00;;D
21564;50;*Bez*;*Bez*;31518;5413978169702;63564;STABILIZATOR ZADNJI GOLF V ;;;;;KOM;2,00;18,015;26,37;30,85;;0,00;;D
21577;50;*Bez*;*Bez*;30924;4005108558541;600001600;SET KVAČILA GOLF V PASAT ŠKODA ;;;;;KOM;1,00;379,00;540,00;631,80;;0,00;;D
21585;50;*Bez*;*Bez*;30554;4011558723903;W1130/3;MAN FILTER 2.5TDI ;;;;;KOM;1,00;12,00;16,07;18,80;;0,00;;D
21590;50;*Bez*;*Bez*;30559;5055339181567;EAF773(C3585);FILTER ZRAKA PEŽO CITROEN 1.6HDI 08- ;;;;;KOM;2,00;10,87;16,98;19,87;;0,00;;D
21596;50;*Bez*;*Bez*;30565;4043605436467;26366;LEŽAJ ZADNJI PEŽO 307 09/2006- ;;;;;KOM;1,00;51,00;65,14;76,21;;0,00;;D
21598;50;*Bez*;*Bez*;30529;5055181515954;EAF423(C25101);FILTER ZRAKA PEŽO ;;;;;KOM;1,00;8,31;12,98;15,19;;0,00;;D
21599;50;*Bez*;*Bez*;30530;5055181559989;EKF117A(CUK2940);FILTER KLIME PEŽO 307 ;;;;;KOM;1,00;13,03;20,00;23,40;;0,00;;D
21600;50;*Bez*;*Bez*;30531;4011558735906;W718/2;FILTER ULJA FIAT ;;;;;KOM;1,00;8,00;12,00;14,04;;0,00;;D
21602;50;*Bez*;*Bez*;30533;3322937504008;JHM185T;AMORTIZER ULJNI PREDNJI GOLF III ;;;;;KOM;2,00;45,83;55,00;64,35;;0,00;;D
21609;50;*Bez*;*Bez*;31651;8717109658897;200404;LEŽAJ TOČKA ;;;;;KOM;1,00;25,42;39,00;45,63;;0,00;;D
21620;50;*Bez*;*Bez*;31238;PVTR987;VTR987;KRAJNICA GOLF IV LX DX ;;;;;KOM;1,00;12,00;17,66;20,66;;0,00;;D
21640;50;*Bez*;*Bez*;30836;4011558029081;CU25002;FILTER KABINE MERCEDES ;;;;;KOM;2,00;15,50;25,00;29,25;;0,00;;D
21641;50;*Bez*;*Bez*;30837;8717109239447;37196(GDB1418);DISK PLOČICE PR.FORD NIŽE ;;;;;KOM;1,00;29,00;45,36;53,07;;0,00;;D
21643;50;*Bez*;*Bez*;30839;5055181512151;EAF032(C35156/C35157);FILTER ZRAKA VOLVO ;;;;;KOM;1,00;8,00;10,96;12,82;;0,00;;D
21648;50;*Bez*;*Bez*;30844;8717109242850;37272;DISK PLOČICE PREDNJE PEŽO 206/307 XSARA ;;;;;KOM;1,00;21,31;33,30;38,96;;0,00;;D
21655;50;*Bez*;*Bez*;31193;5414465352867;6PK1123;MIKROREMEN 6PK1123 ;;;;;KOM;1,00;12,00;17,58;20,57;;0,00;;D
21663;50;*Bez*;*Bez*;30667;5413978198238;809805;GUMICE BALANS ŠTANGE OPEL ;;;;;KOM;2,00;2,50;4,25;4,97;;0,00;;D
21666;50;*Bez*;*Bez*;30670;4011558017606;HU6004X;FILTER ULJA BMW ;;;;;KOM;1,00;18,255;30,00;35,10;;0,00;;D
21667;50;*Bez*;*Bez*;30671;4011558013967;WK5002X;FILTER GORIVA BMW ;;;;;KOM;1,00;34,72;56,00;65,52;;0,00;;D
21689;50;*Bez*;*Bez*;30966;5709147928134;814067104;SAJLA RUČNE ŠKODA OKTAVIA ;;;;;KOM;4,00;10,3925;16,24;19,00;;0,00;;D
21690;50;*Bez*;*Bez*;30967;5055181533590;EAF552(C30138);FILTER ZRAKA ;;;;;KOM;1,00;12,33;19,26;22,53;;0,00;;D
21692;50;*Bez*;*Bez*;30694;4014870064891;713611000;LEŽAJ ZADNJI GOLF V PASAT 2005- ;;;;;KOM;1,00;62,085;90,76;106,19;;0,00;;D
21694;50;*Bez*;*Bez*;30696;8717109557701;200001;LEŽAJ ZADNJI GOLF II/III ;;;;;KOM;1,00;8,00;12,37;14,47;;0,00;;D
21695;50;*Bez*;*Bez*;30697;4011558299606;HU712/7X;FILTER ULJA FIAT OPEL ;;;;;KOM;1,00;9,27;14,45;16,91;;0,00;;D
21698;50;*Bez*;*Bez*;31231;4019064357957;36175(23692);MANŽETNA ;;;;;KOM;8,00;13,5838;21,37;25,00;;0,00;;D
21699;50;*Bez*;*Bez*;31868;31868;AHT208/1 5W40;ARAL HIGHT TRONIC 5W40 ;;;;;KOM;164,10;8,651;11,97;14,00;;0,00;;D
21700;50;*Bez*;*Bez*;31869;31869;CEP5W30;CASTROL EDGE PROFES.LL 5W30 ;;;;;KOM;57,60;9,4167;15,38;17,99;;0,00;;D
21709;50;*Bez*;*Bez*;28190;28190;26100(5516);LEŽAJ PREDNJEG TOČKA RENO 19/21 CLIO ;;;;;KOM;2,00;19,50;30,76;35,99;;0,00;;D
21710;50;*Bez*;*Bez*;28191;4043605034007;26106(5558);LEŽAJ TOČKA ZADNJI RENO LAGUNA/KANGOO ;;;;;KOM;1,00;21,00;30,30;35,45;;0,00;;D
21713;50;*Bez*;*Bez*;30567;5055590809408;CBJ7037;KUGLA OPEL CORSA A/B RAVNA ;;;;;KOM;1,00;8,00;10,40;12,17;;0,00;;D
21716;50;*Bez*;*Bez*;30570;087295169629;BKR6E;SVJEĆICA NGK ;;;;;KOM;4,00;3,0075;5,00;5,85;;0,00;;D
21723;50;*Bez*;*Bez*;31111;8717109055047;37076(GDB1350);DISK PLOČICE PRED.OPEL ;;;;;KOM;1,00;29,00;49,00;57,33;;0,00;;D
21726;50;*Bez*;*Bez*;31114;5055181520736;CNS11216(W610/4);FILTER ULJA ;;;;;KOM;2,00;3,835;6,08;7,11;;0,00;;D
21729;50;*Bez*;*Bez*;31117;4005108480507;534005310;ŠPANER ;;;;;KOM;1,00;44,00;67,00;78,39;;0,00;;D
21731;50;*Bez*;*Bez*;30886;4005108827845;538006010(65435/65436);VODENA PUMPA AUDI VW 1.6TDI ;;;;;KOM;1,00;47,30;72,77;85,14;;0,00;;D
21733;50;*Bez*;*Bez*;30888;4010858482039;5PK890;MIKRO REMEN 5PK890 ;;;;;KOM;1,00;12,57;17,00;19,89;;0,00;;D
21743;50;*Bez*;*Bez*;31091;8717109367690;37477;DISK PLOČICE ;;;;;KOM;1,00;13,64;22,00;25,74;;0,00;;D
21759;50;*Bez*;*Bez*;31263;3322937320110;DF4184;DISK PREDNJI CITROEN PEŽO ;;;;;KOM;2,00;41,945;64,53;75,50;;0,00;;D
21765;50;*Bez*;*Bez*;29877;5413978116546;37610;SPONA PASAT A4- 96- ;;;;;KOM;2,00;14,015;20,92;24,48;;0,00;;D
21772;50;*Bez*;*Bez*;31835;5055590860102;CB019PR;AKUMULATOR COMLINE 100AH 840CCA ;;;;;KOM;1,00;143,18;170,94;200,00;;0,00;;D
21773;50;*Bez*;*Bez*;31836;3322937403301;JGT218T;AMORTIZER ZADNJI GOLF IV ;;;;;KOM;2,00;31,16;47,94;56,09;;0,00;;D
21776;50;*Bez*;*Bez*;31839;5055181515961;EAF424(C1932);FILTER ZRAKA ;;;;;KOM;1,00;5,38;9,15;10,71;;0,00;;D
21777;50;*Bez*;*Bez*;31840;5055181537628;EAF584(C3366);FILTER ZRAKA ;;;;;KOM;1,00;9,63;15,27;17,87;;0,00;;D
21798;50;*Bez*;*Bez*;31223;5055181513035;EAF123(C33256);FILTER ZRAKA VITO ;;;;;KOM;1,00;14,33;22,00;25,74;;0,00;;D
21808;50;*Bez*;*Bez*;30743;5055590861222;CFWB600;BRISAČ 60CM FLAT ;;;;;KOM;1,00;11,405;16,71;19,55;;0,00;;D
21812;50;*Bez*;*Bez*;30747;5710412050580;1111151900;CRIJEVO ODUŠKA VW ;;;;;KOM;1,00;19,00;24,61;28,79;;0,00;;D
21814;50;*Bez*;*Bez*;30749;8717109208962;SL3311;KOČIONO CRIJEVO ZAD. GOLFII/III ;;;;;KOM;2,00;4,50;6,73;7,87;;0,00;;D
21817;50;*Bez*;*Bez*;30752;5055181518405;EOF088(HU612X);FILTER ULJA PEŽO CITROEN ;;;;;KOM;2,00;4,33;6,80;7,96;;0,00;;D
21819;50;*Bez*;*Bez*;30754;4019064049913;24991;MANŽETNA MJENJAČA CITROEN C5 PEŽO ;;;;;KOM;1,00;15,79;23,00;26,91;;0,00;;D
21827;50;*Bez*;*Bez*;28199;5055181518252;EOF073(HU718/1K);FILTER ULJA MERCEDES ;;;;;KOM;2,00;3,09;5,51;6,45;;0,00;;D
21841;50;*Bez*;*Bez*;31303;5055181539288;ECV108;ZGLOB OPEL ;;;;;KOM;1,00;32,77;46,15;54,00;;0,00;;D
21842;50;*Bez*;*Bez*;31304;4053184301964;110085810;NOSAČ ZADNJEG TRAPA PASAT DX ;;;;;KOM;1,00;37,00;56,88;66,55;;0,00;;D
21853;50;*Bez*;*Bez*;31552;5055181561609;EKF257;FILTER KLIME SUZUKI ;;;;;KOM;1,00;8,00;12,53;14,66;;0,00;;D
21857;50;*Bez*;*Bez*;31556;5055181512106;EAF027(C2341);FILTER ZRAKA ;;;;;KOM;1,00;3,33;5,21;6,10;;0,00;;D
21865;50;*Bez*;*Bez*;31102;5055181549959;CBP01024(GDB1344);DISK PLOČICE ZADNJE BMW E46 ;;;;;KOM;1,00;17,94;28,00;32,76;;0,00;;D
21866;50;*Bez*;*Bez*;31103;4019064015888;21589;MANŽETNA TOČKA ;;;;;KOM;2,00;17,09;26,02;30,44;;0,00;;D
21867;50;*Bez*;*Bez*;31104;5055590850837;CO75W90;COMLINE ULJE ZA MJENJAČE 75W90 ;;;;;KOM;4,00;6,0557;8,55;10,00;;0,00;;D
21868;50;*Bez*;*Bez*;31105;5055590850844;CO80W90;COMLINE ULJE ZA MJENJAČE 80W90 ;;;;;KOM;5,00;6,865;10,00;11,70;;0,00;;D
21869;50;*Bez*;*Bez*;31106;5413978211135;302.038;MANŽETNA LETVE VOLANA GOLF IV ;;;;;KOM;3,00;6,6267;9,75;11,41;;0,00;;D
21870;50;*Bez*;*Bez*;31107;3322937930005;JBU658;ČAURA LAFETE UNUTARNJA W211 ;;;;;KOM;1,00;8,38;13,00;15,21;;0,00;;D
21872;50;*Bez*;*Bez*;31109;4028977739163;7.01713.28.0;PUMPA VODE VW GOLF PASAT ŠKODA 2005- DODATNA ;;;;;KOM;1,00;149,00;175,00;204,75;;0,00;;D
21873;50;*Bez*;*Bez*;31110;4019064045625;24562;MANŽETNA PRI TOČKU MERCEDES A KLASA W169 ;;;;;KOM;2,00;16,665;25,64;30,00;;0,00;;D
21879;50;*Bez*;*Bez*;31496;5055590810466;EAF818(C30005);FILTER ZRAKA GOLF VII ;;;;;KOM;2,00;7,9025;12,20;14,27;;0,00;;D
21880;50;*Bez*;*Bez*;31497;02040380810252740001;02.19.044;ŠPANER VAGA MERCEDES ;;;;;KOM;1,00;29,82;40,00;46,80;;0,00;;D
21883;50;*Bez*;*Bez*;31500;8717109056532;37146;PLOČICE ZAD. MERC ;;;;;KOM;2,00;19,165;29,80;34,87;;0,00;;D
21886;50;*Bez*;*Bez*;31659;31659;C13;ANTIFRIZ C13 ;;;;;KOM;6,00;10,14;14,53;17,00;;0,00;;D
21891;50;*Bez*;*Bez*;31705;5055181520965;CTY11170(W68/3);FILTER ULJA ;;;;;KOM;1,00;4,09;7,79;9,11;;0,00;;D
21892;50;*Bez*;*Bez*;31706;4047024115552;FGR7DQP(BKR6EQUP)+48;SVJEĆICA ;;;;;KOM;8,00;10,42;16,80;19,66;;0,00;;D
21894;50;*Bez*;*Bez*;31708;5413978171668;63660;STABILIZATOR ZADNJI GOLF V ;;;;;KOM;1,00;15,00;21,94;25,67;;0,00;;D
21899;50;*Bez*;*Bez*;31898;31898;PU9011ZKIT;FILTER GORIVA ;;;;;KOM;1,00;20,20;33,36;39,03;;0,00;;D
21900;50;*Bez*;*Bez*;31899;31899;EFF270D;FILTER GORIVA ;;;;;KOM;2,00;9,79;15,30;17,90;;0,00;;D
21902;50;*Bez*;*Bez*;31901;31901;535012410;REMENICA ALTERNATORA ;;;;;KOM;2,00;30,185;45,00;52,65;;0,00;;D
21905;50;*Bez*;*Bez*;33641;33641;98021300(GIC164);KABEL PLOČICA MERCEDES ;;;;;KOM;2,00;1,945;2,99;3,50;;0,00;;D
21906;50;*Bez*;*Bez*;33642;33642;TA1990(JTE1106);KRAJNICA FORD FOKUS 04- DX ;;;;;KOM;1,00;15,55;23,93;28,00;;0,00;;D
21911;50;*Bez*;*Bez*;33725;33725;17843VEMA;GLAVČINA PR.GOLF IV ;;;;;KOM;2,00;25,925;45,48;53,21;;0,00;;D
21913;50;*Bez*;*Bez*;33727;33727;DF4295;KOČIONI DISK PR. GOLF V/VII ;;;;;KOM;2,00;53,925;82,96;97,06;;0,00;;D
21915;50;*Bez*;*Bez*;33729;33729;3093301;KUGLA M 211 GORNJA ;;;;;KOM;2,00;41,11;64,96;76,00;;0,00;;D
21916;50;*Bez*;*Bez*;33730;33730;10161VEMA;CIJEV VODE GOLF BENZIN ;;;;;KOM;1,00;12,97;22,75;26,62;;0,00;;D
21918;50;*Bez*;*Bez*;33732;33732;2166702;KUGLA M211 MALA ;;;;;KOM;2,00;25,275;37,61;44,00;;0,00;;D
21919;50;*Bez*;*Bez*;33733;33733;3789001;VIJAK PREDNJE LAFETE SET TOUAREG ;;;;;KOM;2,00;31,11;47,86;56,00;;0,00;;D
21921;50;*Bez*;*Bez*;33735;33735;110050;PLASTIKA ŠIPKE ULJA GOLF V ;;;;;KOM;1,00;4,165;6,41;7,50;;0,00;;D
21922;50;*Bez*;*Bez*;33736;33736;E1303L(C29029);FILTER ZRAKA ;;;;;KOM;1,00;17,50;26,92;31,50;;0,00;;D
21923;50;*Bez*;*Bez*;33737;33737;92120805(DF4295);KOČIONI DISK PR. GOLF VII ;;;;;KOM;2,00;63,89;98,29;115,00;;0,00;;D
21925;50;*Bez*;*Bez*;33748;33748;J3921025;SAJLA RUČNE TERANO I ;;;;;KOM;1,00;35,265;47,01;55,00;;0,00;;D
21932;50;*Bez*;*Bez*;33759;33759;CBP01677(GDB1789);PLOČICE PR.MEGANE III ;;;;;KOM;1,00;30,32;47,38;55,43;;0,00;;D
21933;50;*Bez*;*Bez*;32985;32985;825017310;KUGLA GOLF IV DX ;;;;;KOM;3,00;14,6267;22,50;26,33;;0,00;;D
21935;50;*Bez*;*Bez*;33035;33035;818017410(JTS114);STABILIZATOR OPEL ;;;;;KOM;2,00;11,145;18,00;21,06;;0,00;;D
21936;50;*Bez*;*Bez*;33062;33062;713640310;LEŽAJ PR CITROEN PEŽO ;;;;;KOM;1,00;45,10;52,00;60,84;;0,00;;D
21939;50;*Bez*;*Bez*;33065;33065;W7058;FILTER ULJA ;;;;;KOM;1,00;7,09;11,43;13,37;;0,00;;D
21941;50;*Bez*;*Bez*;33080;33080;EKF154;FILTER KLIME ;;;;;KOM;1,00;16,08;25,00;29,25;;0,00;;D
21945;50;*Bez*;*Bez*;33087;33087;173.190;PODLOŠKA DIZNE GOLF VI/VII 2.0TDI ;;;;;KOM;4,00;3,055;4,70;5,50;;0,00;;D
21947;50;*Bez*;*Bez*;32944;32944;538022010;VODENA PUMPA SPRINTER ;;;;;KOM;1,00;84,29;129,68;151,73;;0,00;;D
21948;50;*Bez*;*Bez*;32945;32945;CBJ7056(JBJ243);KUGLA POLO LX ;;;;;KOM;2,00;9,925;15,66;18,32;;0,00;;D
21949;50;*Bez*;*Bez*;32986;32986;13.0460-2732.2(GDB1736);DISK PLOČICE ;;;;;KOM;1,00;67,21;103,42;121,00;;0,00;;D
21950;50;*Bez*;*Bez*;32987;32987;24.0128-0155.1(DF4863S);KOČIONI DISK PREDNJI MERC. ;;;;;KOM;2,00;67,775;104,27;122,00;;0,00;;D
21958;50;*Bez*;*Bez*;33007;33007;GIC240;KABEL PLOČICA PR.BMW ;;;;;KOM;1,00;12,25;19,00;22,23;;0,00;;D
21959;50;*Bez*;*Bez*;33008;33008;17645;DISK ZADNJI MERC.A/B ;;;;;KOM;2,00;24,505;38,29;44,80;;0,00;;D
21960;50;*Bez*;*Bez*;33009;33009;EKF250A;FILTER KLIME A/B MER ;;;;;KOM;1,00;16,13;25,20;29,48;;0,00;;D
21965;50;*Bez*;*Bez*;33031;33031;CDW11001;FILTER ULJA OPEL ;;;;;KOM;1,00;3,23;5,00;5,85;;0,00;;D
21968;50;*Bez*;*Bez*;34352;34352;195/60R15;GUMA HANKOOK M+S WINTER I CEPT 195/60R15 /23 ;;;;;KOM;4,00;107,395;170,47;199,45;;0,00;;D
21982;50;*Bez*;*Bez*;34366;34366;235/65R17;GUMA LAUFENN M+S LW31 235/65R17 /23 ;;;;;KOM;4,00;162,125;253,32;296,38;;0,00;;D
21986;50;*Bez*;*Bez*;34370;34370;DSC001G;AMORTIZER ZADNJI GOLF II/III ;;;;;KOM;2,00;29,825;48,59;56,85;;0,00;;D
21990;50;*Bez*;*Bez*;34374;34374;PE973/10(PU8015);FILTER GORIVA ;;;;;KOM;1,00;23,34;35,90;42,00;;0,00;;D
21996;50;*Bez*;*Bez*;34380;34380;303944;MANŽETNA RENO ;;;;;KOM;1,00;9,71;12,14;14,20;;0,00;;D
21997;50;*Bez*;*Bez*;34381;34381;302936;MANŽETNA RENO ;;;;;KOM;1,00;19,38;24,22;28,34;;0,00;;D
22001;50;*Bez*;*Bez*;32683;32683;CCA2135(JTC969);ALU.LAFERA W203 DX ;;;;;KOM;1,00;64,14;85,00;99,45;;0,00;;D
22005;50;*Bez*;*Bez*;32711;32711;815028118;KOČIONO CRIJEVO PRED. PEŽO 206 ;;;;;KOM;1,00;6,70;10,47;12,25;;0,00;;D
22008;50;*Bez*;*Bez*;32769;32769;3474901;GUMICA BALANS ŠTANGE POLO 19MM ;;;;;KOM;2,00;4,19;5,45;6,38;;0,00;;D
22009;50;*Bez*;*Bez*;32770;32770;22-131614;AMORTIZER PREDNI GOLF V FI55 ;;;;;KOM;2,00;69,395;99,15;116,01;;0,00;;D
22015;50;*Bez*;*Bez*;32776;32776;EFF237(WK939/6);FILTER GORIVA RENO ;;;;;KOM;1,00;25,82;40,34;47,20;;0,00;;D
22018;50;*Bez*;*Bez*;33317;33317;3150501;NOSAČ AMORTIZERA OPEL ZAFIRA ;;;;;KOM;1,00;56,11;56,67;66,30;;0,00;;D
22021;50;*Bez*;*Bez*;33325;33325;301761001;VIJAK KARTERA FORD ;;;;;KOM;1,00;3,055;4,70;5,50;;0,00;;D
22023;50;*Bez*;*Bez*;33327;33327;LP1591(GDB1218);PLOČICE PREDNJE GOLF III ;;;;;KOM;1,00;32,78;48,72;57,00;;0,00;;D
22024;50;*Bez*;*Bez*;33328;33328;EOF182(HU831X);FILTER ULJA AUDI ;;;;;KOM;1,00;11,47;17,40;20,36;;0,00;;D
22025;50;*Bez*;*Bez*;33329;33329;HU8001X;FILTER ULJA AUDI ;;;;;KOM;1,00;13,24;21,35;24,98;;0,00;;D
22026;50;*Bez*;*Bez*;33370;4082300022018;H3;SIJALICA H3 12V 55W ;;;;;KOM;3,00;1,47;2,56;3,00;;0,00;;D
22027;50;*Bez*;*Bez*;33383;33383;20029154B;KLIZAČ POTISNOG LEŽAJA PEŽO ;;;;;KOM;1,00;7,32;10,68;12,50;;0,00;;D
22031;50;*Bez*;*Bez*;33283;33283;221807;CRIJEVO ODUŠKA ULJA VW AUDI 1.8/2.0B ;;;;;KOM;1,00;10,00;15,38;17,99;;0,00;;D
22032;50;*Bez*;*Bez*;33284;33284;34-CGNE0320;CRIJEVO GORIVA FI 3/9 GLAT,ARM ;;;;;KOM;10,00;3,056;4,70;5,50;;0,00;;D
22033;50;*Bez*;*Bez*;33305;33305;WP14;BRISAČ 35MM ;;;;;KOM;2,00;3,275;5,28;6,18;;0,00;;D
22042;50;*Bez*;*Bez*;32931;32931;9060;STABILIZATOR ZADNJI OPEL SIGNUM ;;;;;KOM;2,00;16,91;25,00;29,25;;0,00;;D
22043;50;*Bez*;*Bez*;32932;32932;C25040;FILTER ZRAKA NISSAN ;;;;;KOM;1,00;17,77;28,66;33,53;;0,00;;D
22047;50;*Bez*;*Bez*;32936;32936;22-214751;AMORTIZER PR.SPRINTER ;;;;;KOM;2,00;80,77;119,00;139,23;;0,00;;D
22049;50;*Bez*;*Bez*;32811;4100420213595;21359;LIQUI MOLY TOP TEC MTF 5300 70W-75W ;;;;;KOM;10,00;18,781;23,08;27,00;;0,00;;D
22052;50;*Bez*;*Bez*;32817;32817;4PK1540;MIKROREMEN 4PK1540 ;;;;;KOM;1,00;9,57;16,00;18,72;;0,00;;D
22053;50;*Bez*;*Bez*;32826;32826;EAF404(C47109);FILTER ZRAKA ;;;;;KOM;1,00;11,98;18,00;21,06;;0,00;;D
22058;50;*Bez*;*Bez*;32835;32835;D60502TT;GRIJAČ KABINE ;;;;;KOM;1,00;38,38;59,00;69,03;;0,00;;D
22059;50;*Bez*;*Bez*;32836;32836;2409601;PLOČICE PREDNJE BMW E90 ;;;;;KOM;2,00;77,78;119,66;140,00;;0,00;;D
22065;50;*Bez*;*Bez*;32895;32895;814029137;SAJLA RUČNE GOLF II 88- ;;;;;KOM;2,00;8,46;13,23;15,48;;0,00;;D
22066;50;*Bez*;*Bez*;32896;32896;EKF241A;FILTER KLIME AUDI ;;;;;KOM;1,00;10,67;15,00;17,55;;0,00;;D
22071;50;*Bez*;*Bez*;32198;32198;220149S;VIJAK KARTERA BMW ;;;;;KOM;1,00;2,22;3,42;4,00;;0,00;;D
22072;50;*Bez*;*Bez*;32199;32199;220110S;VIJAK KARTERA OPEL ;;;;;KOM;3,00;3,94;5,00;5,85;;0,00;;D
22073;50;*Bez*;*Bez*;32200;32200;220126S;VIJAK KARTERA FIAT ALFA ;;;;;KOM;1,00;3,60;4,55;5,32;;0,00;;D
22074;50;*Bez*;*Bez*;32201;32201;220116S;VIJAK KARTERA PEŽO ;;;;;KOM;1,00;3,44;4,19;4,90;;0,00;;D
22075;50;*Bez*;*Bez*;32202;32202;220105S;VIJAK KARTERA PEŽO CITROEN ;;;;;KOM;2,00;3,895;5,00;5,85;;0,00;;D
22076;50;*Bez*;*Bez*;32203;32203;473.500;PODLOŠKA TOYOTA ;;;;;KOM;1,00;0,60;0,85;0,99;;0,00;;D
