LAGER LISTA  ;;;;;;;;;;;;;;;;;;;;
Rbr.;MT;NadGrupa;Grupa;Šifra robe;Barcode;KatBroj;Naziv robe;Dob;NazivDob;Polica;Pretinac;JMJ;Stanje;PNBC;VPC;MPC;TD_Sifra;TD_ID;Top;Akt
20600;50;*Bez*;*Bez*;28237;5055181518887;EOF143(HU710X);FILTER ULJA VW POLO/SEAT 1,2 12V 2001- ;;;;;KOM;1,00;3,99;6,24;7,30;;0,00;;D
20610;50;*Bez*;*Bez*;31452;5413978122479;49160;STABILIZATOR A CLASA W168 ;;;;;KOM;1,00;11,70;17,32;20,26;;0,00;;D
20619;50;*Bez*;*Bez*;30228;3322937755387;JTE7614;KRAJNICA CHEVROLET DAEWOO LX ;;;;;KOM;1,00;17,00;20,40;23,87;;0,00;;D
20635;50;*Bez*;*Bez*;30282;4047753805380;35-2007S;MANŽETNA AUDI ;;;;;KOM;2,00;6,665;10,26;12,00;;0,00;;D
20641;50;*Bez*;*Bez*;30288;5413978170722;37972;ALU.RAME A4/A6 PASAT 2000- ZADNJE GORNJE LIJEVO ;;;;;KOM;2,00;28,975;44,00;51,48;;0,00;;D
20648;50;*Bez*;*Bez*;31028;8717109055559;37101(GDB1354);PLOČICE ZAD.FORD ;;;;;KOM;1,00;14,00;22,37;26,17;;0,00;;D
20650;50;*Bez*;*Bez*;31030;5413978174317;863803;GUMICE BAL.ŠTANGE VW 19MM ;;;;;KOM;3,00;1,9967;5,00;5,85;;0,00;;D
20665;50;*Bez*;*Bez*;31737;7612720201846;MIRISNI BORIĆ SPORT;MIRISNI BORIĆ SPORT ;;;;;KOM;3,00;1,498;1,70;1,99;;0,00;;D
20666;50;*Bez*;*Bez*;31738;7612720831869;WB SPORT;OSVJE. U BOČICI WUNDER BAUM SPORT ;;;;;KOM;1,00;4,20;5,50;6,44;;0,00;;D
20668;50;*Bez*;*Bez*;31622;4011558758806;W719/45;FILTER ULJA AUDI 1.8/2.0 TFSI 03- ;;;;;KOM;1,00;17,79;28,70;33,58;;0,00;;D
20669;50;*Bez*;*Bez*;31623;3358960131584;01020315B;SEMERING POLUOSOVINE VITO ;;;;;KOM;1,00;6,04;7,10;8,31;;0,00;;D
20673;50;*Bez*;*Bez*;31627;3322937264155;GIC162;KABLOVI PLOČICA SPRINTER ;;;;;KOM;2,00;3,50;5,60;6,55;;0,00;;D
20675;50;*Bez*;*Bez*;31629;4008394672014;DIVINOL SERVO;DIVINOL ZENTRAL-HYDRAULIKFLUID S ;;;;;KOM;2,00;13,3175;19,66;23,00;;0,00;;D
20683;50;*Bez*;*Bez*;31794;5055181548723;EAF666(C30135);FILTER ZRAKA BMW E90 05- ;;;;;KOM;2,00;15,96;24,00;28,08;;0,00;;D
20685;50;*Bez*;*Bez*;31796;3322937491292;GIC210;KABLOVI PLOČICA BMW ;;;;;KOM;1,00;12,11;18,00;21,06;;0,00;;D
20686;50;*Bez*;*Bez*;31797;3322938124038;GIC268;KABLOVI PLOČICA BMW ;;;;;KOM;1,00;13,00;19,00;22,23;;0,00;;D
20687;50;*Bez*;*Bez*;31798;5413978169641;63731;KRAJNICA GOLF V DX ;;;;;KOM;4,00;12,5075;18,38;21,50;;0,00;;D
20689;50;*Bez*;*Bez*;31800;4082300191912;12V21/4W;SIJALICA 12V 21/4W DVOPOLNA ;;;;;KOM;20,00;0,729;1,28;1,50;;0,00;;D
20703;50;*Bez*;*Bez*;29999;4011558294502;HU712/6X;FILTER ULJA AUDI VW ;;;;;KOM;1,00;12,88;20,13;23,55;;0,00;;D
20706;50;*Bez*;*Bez*;30001;4005108599551;530020132;SET ZUPČASTOG REMENA + V. PUMPA VW AUDI ;;;;;KOM;1,00;143,32;222,29;260,08;;0,00;;D
20740;50;*Bez*;*Bez*;28835;5055181519952;EFF086(PU830X);FILTER GORIVA PEŽO ;;;;;KOM;1,00;4,98;8,00;9,36;;0,00;;D
20741;50;*Bez*;*Bez*;28836;5055181519570;EFF048(PU922X);FILTER GORIVA PEŽO/CITROEN/FIAT ;;;;;KOM;1,00;8,37;14,00;16,38;;0,00;;D
20763;50;*Bez*;*Bez*;30295;5413978133840;63237;KRAJNICA AUDI 80 ;;;;;KOM;2,00;9,415;14,08;16,47;;0,00;;D
20768;50;*Bez*;*Bez*;30300;4019064045632;24563;MANŽETNA TOČKA MERCEDES A-B CLASA ;;;;;KOM;2,00;17,24;24,51;28,68;;0,00;;D
20774;50;*Bez*;*Bez*;30811;5055181519679;EFF058(WK830/3);FILTER GORIVA MERCEDES ;;;;;KOM;1,00;13,11;20,49;23,97;;0,00;;D
20782;50;*Bez*;*Bez*;30856;3322937337026;JBJ702;KUGLA FABIA 99-POLO 2001- LX ;;;;;KOM;1,00;21,00;29,40;34,40;;0,00;;D
20783;50;*Bez*;*Bez*;30857;3322937336517;JBJ703;KUGLA FABIA 98-POLO 2001- DX ;;;;;KOM;1,00;19,26;29,40;34,40;;0,00;;D
20786;50;*Bez*;*Bez*;30860;4005108812582;530055010;SET ZUPČASTOG VW ;;;;;KOM;1,00;153,72;237,00;277,29;;0,00;;D
20787;50;*Bez*;*Bez*;30861;30861;44203;DRŽAČ KUĆIŠTA ZRAČNOG FILTERA ;;;;;KOM;7,00;1,0211;1,70;1,99;;0,00;;D
20789;50;*Bez*;*Bez*;30863;087295156056;Y-732J;GRIJAČ NGK VW AUDI ŠKODA TDI ;;;;;KOM;5,00;8,6017;14,00;16,38;;0,00;;D
20790;50;*Bez*;*Bez*;30864;5413978182107;837807;GUMICE BALANS ŠTANGE GOLF IV 17MM ;;;;;KOM;2,00;2,00;4,00;4,68;;0,00;;D
20795;50;*Bez*;*Bez*;31634;8717109260182;37411(GDB1622);PLOČICE ZADNJE VW ;;;;;KOM;1,00;22,905;35,79;41,87;;0,00;;D
20807;50;*Bez*;*Bez*;31646;5413978162758;57012;SPONA POLO 01- SERVO TRW OVJES ;;;;;KOM;1,00;13,71;20,47;23,95;;0,00;;D
20808;50;*Bez*;*Bez*;31647;5413978162840;57132;KRAJNICA POLO 01- LX ;;;;;KOM;1,00;11,49;17,22;20,15;;0,00;;D
20809;50;*Bez*;*Bez*;31648;5413978162857;57133;KRAJNICA POLO 01- DX ;;;;;KOM;1,00;12,17;18,17;21,26;;0,00;;D
20813;50;*Bez*;*Bez*;30425;5413978211203;302.131;MANŽETNA LETVE GOLF V ;;;;;KOM;2,00;7,02;11,00;12,87;;0,00;;D
20853;50;*Bez*;*Bez*;30473;4053184315824;120020110;SAJLA RUČNE GOLF IV ;;;;;KOM;2,00;6,82;12,00;14,04;;0,00;;D
20864;50;*Bez*;*Bez*;30484;3322937936274;JSK126;ODBOJNIK ZADNJIH AMORTIZERA A4 95- ;;;;;KOM;1,00;22,00;25,00;29,25;;0,00;;D
20872;50;*Bez*;*Bez*;28852;5055181517576;EOF023(W712/37-W712/38)W7008;FILTER ULJA FORD ;;;;;KOM;1,00;4,55;7,00;8,19;;0,00;;D
20874;50;*Bez*;*Bez*;28854;5055181549409;EOF217(W712/75);FILTER ULJA OPEL ASTRA/VECTRA 2002- ;;;;;KOM;2,00;3,78;5,90;6,90;;0,00;;D
20883;50;*Bez*;*Bez*;31264;5710412058043;1114501600;RAČVA VODE ;;;;;KOM;2,00;2,355;4,86;5,69;;0,00;;D
20884;50;*Bez*;*Bez*;31302;4053184301957;110085710;NOSAČ ZADNJEG TRAPA ;;;;;KOM;1,00;39,00;56,88;66,55;;0,00;;D
20885;50;*Bez*;*Bez*;31859;871710965911531859;200436;LEŽAJ PR.CITROEN-PEŽO ;;;;;KOM;2,00;25,77;40,50;47,39;;0,00;;D
20887;50;*Bez*;*Bez*;30109;30109;RE-AX-0859;SPONA VOLANA RENO MEGAN ;;;;;KOM;1,00;22,00;27,39;32,05;;0,00;;D
20893;50;*Bez*;*Bez*;31464;087295174227;BPR5ES;SVJEĆICA ;;;;;KOM;4,00;2,255;3,55;4,15;;0,00;;D
20909;50;*Bez*;*Bez*;30049;4011558418106;C3880;FILTER ZRAKA VW AUDI ;;;;;KOM;1,00;16,32;24,22;28,34;;0,00;;D
20922;50;*Bez*;*Bez*;30879;5055181550337;CBP0149(GDB454);DISK PLOČICE VW 19.7MM ;;;;;KOM;1,00;15,82;24,72;28,92;;0,00;;D
20930;50;*Bez*;*Bez*;31420;5055590861178;CFWB450;BRISAČ 45CM ;;;;;KOM;1,00;8,01;11,44;13,38;;0,00;;D
20932;50;*Bez*;*Bez*;31422;PLVXL1650;LVXL1650(GDB1687);PLOČICE PREDNJE RENO MEGANE ;;;;;KOM;1,00;26,00;40,80;47,74;;0,00;;D
20939;50;*Bez*;*Bez*;32538;4100420208218;20821 LM5W30;LIQUI MOLY LONGLIFE III 5W30 4/1 ;;;;;KOM;2,00;49,495;64,10;75,00;;0,00;;D
20940;50;*Bez*;*Bez*;32539;4100420021954;2195 LM5W40;LIQUI MOLY TOP TEC 4100 5W40 4/1 ;;;;;KOM;2,00;42,8933;54,70;64,00;;0,00;;D
20941;50;*Bez*;*Bez*;32540;4100420089985;8998 LM10W40;LIQUI MOLY LEICHTAUF PERFORMANCE 10W40 4/1 ;;;;;KOM;2,00;32,085;41,03;48,01;;0,00;;D
20942;50;*Bez*;*Bez*;32541;4100420023385;2338 LM10W40;LIQUI MOLY LEICHTLAUF PERFORMANCE 10W40 1/1 ;;;;;KOM;2,00;9,0838;11,11;13,00;;0,00;;D
20943;50;*Bez*;*Bez*;32542;4100420095108;9510 LM5W40;LIQUI MOLY TOP TEC 4100 5W40 1/1 ;;;;;KOM;3,00;12,1833;15,38;17,99;;0,00;;D
20944;50;*Bez*;*Bez*;32543;4100420208201;20820 LM 5W30;LIQUI MOLY LONGLIFE III 5W30 1/1 ;;;;;KOM;2,00;12,7967;15,39;18,01;;0,00;;D
20945;50;*Bez*;*Bez*;32544;4100420208423;20842 LM75W;LIQUI MOLY TOP TEC MTF 75W 1/1 ;;;;;KOM;6,00;14,35;17,95;21,00;;0,00;;D
20946;50;*Bez*;*Bez*;32545;4100420208454;20845 LM75W80;LIQUI MOLY TOP TEC MTF 5200 75W80 1/1 ;;;;;KOM;3,00;13,1333;18,39;21,52;;0,00;;D
20955;50;*Bez*;*Bez*;29865;3322937297689;JBJ697;KUGLA LAFETE MERCEDES ;;;;;KOM;1,00;22,94;37,00;43,29;;0,00;;D
20957;50;*Bez*;*Bez*;29867;3322937280513;DF4109;DISK PREDNJI RENO ESPACE VENT. ;;;;;KOM;2,00;50,00;55,00;64,35;;0,00;;D
20960;50;*Bez*;*Bez*;29870;8717109243000;39590-GIC184;KABLOVI PLOČICA W203/W204/W211/W212/ ;;;;;KOM;2,00;3,572;5,58;6,53;;0,00;;D
20966;50;*Bez*;*Bez*;30312;5412571009712;6309MC(11,5X730);KLINASTI REMEN 11,5X730 ;;;;;KOM;2,00;4,3667;7,40;8,66;;0,00;;D
20971;50;*Bez*;*Bez*;30354;4005108598400;530009030;SET ZUPČASTOG+VODENA PUMPA ;;;;;KOM;1,00;197,87;304,42;356,17;;0,00;;D
20972;50;*Bez*;*Bez*;30355;4011558004521;HU618X;FILTER ULJA ;;;;;KOM;2,00;9,77;16,00;18,72;;0,00;;D
20991;50;*Bez*;*Bez*;30497;3322937323647;JBU257;ČAURA PLIVAJUĆA ZAD. OPEL ;;;;;KOM;1,00;17,00;21,25;24,86;;0,00;;D
20994;50;*Bez*;*Bez*;30500;30500;21652945;ŠOLJA AMORTIZERA PASAT 96- ;;;;;KOM;3,00;9,66;14,53;17,00;;0,00;;D
21002;50;*Bez*;*Bez*;31770;4026634384077;71-27898-20;BRTVA ISPUHA ;;;;;KOM;4,00;1,205;1,80;2,11;;0,00;;D
21003;50;*Bez*;*Bez*;31771;5055339112318;EKF297A(CUK26005);FILTER KABINE RENO ;;;;;KOM;2,00;15,015;25,00;29,25;;0,00;;D
21009;50;*Bez*;*Bez*;31048;5055181516210;EAF449(C3093/1);FILTER ZRAKA POLO 1.2/1.2 12V 2001- ;;;;;KOM;1,00;6,68;9,93;11,62;;0,00;;D
21010;50;*Bez*;*Bez*;31049;5055590818967;EKF347A(CUK2338);FILTER KABINE ;;;;;KOM;1,00;11,00;17,63;20,63;;0,00;;D
21015;50;*Bez*;*Bez*;31054;5413978134700;63583;KUGLA VW POLO 94-2001 DX ;;;;;KOM;1,00;13,00;20,62;24,13;;0,00;;D
21016;50;*Bez*;*Bez*;31055;5055590801969;EOF253(HU7010Z);FILTER ULJA MERCEDES ;;;;;KOM;1,00;7,17;11,20;13,10;;0,00;;D
21017;50;*Bez*;*Bez*;31056;3322937398362;GDB1630;PLOČICE PREDNJE MERCEDES W169 A KLASA ;;;;;KOM;1,00;44,63;68,00;79,56;;0,00;;D
21032;50;*Bez*;*Bez*;30060;5055181514391;EAF261(C29198);FILTER ZRAKA VW T4 2.0, 2.5TDI 95- ;;;;;KOM;1,00;10,50;15,75;18,43;;0,00;;D
21033;50;*Bez*;*Bez*;30061;5055181560107;EKF125A(CUK3955);FILTER KLIME AUDI PASAT ;;;;;KOM;1,00;12,09;18,89;22,10;;0,00;;D
21036;50;*Bez*;*Bez*;30064;5414465356087;6PK1803;MICRO REMEN 6PK1803 ;;;;;KOM;1,00;19,00;25,79;30,17;;0,00;;D
21044;50;*Bez*;*Bez*;30623;4011558307806;CU3172;FILTER KABINE MERCEDES W212 ;;;;;KOM;1,00;14,96;25,00;29,25;;0,00;;D
21045;50;*Bez*;*Bez*;30624;4011558061616;WK820/17;FILTER GORIVA MERCEDES W204/W212 ;;;;;KOM;1,00;88,59;142,88;167,17;;0,00;;D
21047;50;*Bez*;*Bez*;30626;8717109560749;200007(713610100);LEŽAJ TOČKA ;;;;;KOM;2,00;17,465;26,07;30,50;;0,00;;D
21052;50;*Bez*;*Bez*;30631;4014870333430;538033910(65430);VODENA PUMPA GOLF 1.6/1.9D ;;;;;KOM;1,00;29,765;49,00;57,33;;0,00;;D
21053;50;*Bez*;*Bez*;30632;4011558296100;HU711/4X;FILTER ULJA OPEL ;;;;;KOM;1,00;11,16;16,25;19,01;;0,00;;D
21054;50;*Bez*;*Bez*;30633;4011558039363;W9050(W940/16/W920/32);FILTER ULJA FORD ;;;;;KOM;1,00;13,205;20,05;23,46;;0,00;;D
21064;50;*Bez*;*Bez*;32547;4100420038051;3805;LIQUI MOLY SEKUNDARNO LJEPILO ;;;;;KOM;2,00;3,50;5,13;6,00;;0,00;;D
21065;50;*Bez*;*Bez*;32548;4100420061936;6193;LIQUI MOLY TEKUĆI METAL 250ML ;;;;;KOM;3,00;9,57;12,82;15,00;;0,00;;D
21067;50;*Bez*;*Bez*;32550;4100420030789;3078LM;LIQUI MOLY PASTA ZA KOČNICE ;;;;;KOM;5,00;1,58;2,23;2,61;;0,00;;D
21068;50;*Bez*;*Bez*;32551;32551;3340;LIQUI MOLY PASTA ZA POPRAVAK AUSPUHA ;;;;;KOM;2,00;7,00;8,55;10,00;;0,00;;D
21069;50;*Bez*;*Bez*;32553;4100420036408;3640;LIQUI MOLY ULJE ZA DSG MJENJAČ 8100 1/1 ;;;;;KOM;13,00;16,1754;21,37;25,00;;0,00;;D
21070;50;*Bez*;*Bez*;32554;32554;902679;PROSTIRAČI GUMENI GOLF V/VI ;;;;;KOM;1,00;29,32;41,88;49,00;;0,00;;D
21071;50;*Bez*;*Bez*;32579;087295064665;BP6EF;SVJEĆICA NGK BP6EF ;;;;;KOM;4,00;2,4675;3,98;4,66;;0,00;;D
21073;50;*Bez*;*Bez*;32604;32604;33784;SENZOR TEMPERATURE VW ;;;;;KOM;1,00;7,18;10,26;12,00;;0,00;;D
21075;50;*Bez*;*Bez*;32164;4082300191394;R10W 12V10W;ŽARULJA 12V10W R10W ;;;;;KOM;16,00;0,3514;0,85;0,99;;0,00;;D
21076;50;*Bez*;*Bez*;32165;4082300192032;C5W 12V5W;ŽARULJA C5W 12V5W ;;;;;KOM;34,00;0,3322;0,85;0,99;;0,00;;D
21078;50;*Bez*;*Bez*;30270;30270;3217-1710.3;KOČIONI CILINDAR ;;;;;KOM;1,00;12,70;19,00;22,23;;0,00;;D
21088;50;*Bez*;*Bez*;30120;5414465354366;5PK1435;MIKROREMEN 5PK1435 ;;;;;KOM;2,00;12,3933;20,10;23,52;;0,00;;D
21094;50;*Bez*;*Bez*;30126;5710412145767;1144701400;MANŽETNA LETVE AUDI PASAT 97- ;;;;;KOM;1,00;4,50;6,90;8,07;;0,00;;D
21098;50;*Bez*;*Bez*;30130;A0019896803BRD6;236.14;MERCEDES ULJE ZA AUTOMATSKI MJENJAČ ;;;;;KOM;2,00;15,0586;23,08;27,00;;0,00;;D
21128;50;*Bez*;*Bez*;30316;5413978174300;863802;GUMICA BALANS ŠTANGE GOLF IV ;;;;;KOM;2,00;3,3425;4,99;5,84;;0,00;;D
21132;50;*Bez*;*Bez*;30320;3322937391073;BHN317;KOČIONA KLIJEŠTA ZAD.LX AUDI VW GOLF V 03- ;;;;;KOM;1,00;109,71;130,00;152,10;;0,00;;D
21136;50;*Bez*;*Bez*;30324;4011558031367;CUK29005;FILTER KLIME ;;;;;KOM;1,00;33,15;53,46;62,55;;0,00;;D
21140;50;*Bez*;*Bez*;31063;5055181533446;EOF186;FILTER ULJA MERCEDES ;;;;;KOM;2,00;6,46;10,10;11,82;;0,00;;D
21141;50;*Bez*;*Bez*;31064;31064;GDB1844;PLOČICE ZADNJE OPEL ;;;;;KOM;1,00;48,25;74,00;86,58;;0,00;;D
21144;50;*Bez*;*Bez*;31067;5055181516616;EAF491(C27105);FILTER ZRAKA FORD ;;;;;KOM;1,00;7,98;12,47;14,59;;0,00;;D
21145;50;*Bez*;*Bez*;31068;5055181549263;EAF691(C16134/1);FILTER ZRAKA FORD ;;;;;KOM;1,00;10,02;15,66;18,32;;0,00;;D
21147;50;*Bez*;*Bez*;31070;8717109260311;17522(DF4294);DISK PREDNJI GOLF V A3 2004- 280MM ;;;;;KOM;4,00;28,50;42,70;49,96;;0,00;;D
21148;50;*Bez*;*Bez*;31071;3358960497024;220140S;VIJAK KARTERA ULJA OPEL ;;;;;KOM;1,00;3,94;6,00;7,02;;0,00;;D
21149;50;*Bez*;*Bez*;31072;4013872462704;6283000047;CILINDAR KVAČILA GOLF V POMOĆNI ;;;;;KOM;1,00;44,44;68,37;79,99;;0,00;;D
21157;50;*Bez*;*Bez*;29996;0204038081282561370010;02.10.078;PODLOŠKA DIZNE MERCEDES CDI STD ;;;;;KOM;4,00;0,65;1,28;1,50;;0,00;;D
21170;50;*Bez*;*Bez*;31670;5055590859878;CB012PL;AKUMULATOR COMLINE 50AH ;;;;;KOM;1,00;71,79;89,74;105,00;;0,00;;D
21171;50;*Bez*;*Bez*;31671;5055590859908;CB027PL;AKUMULATOR COMLINE 60AH ;;;;;KOM;1,00;82,05;99,15;116,01;;0,00;;D
21172;50;*Bez*;*Bez*;31672;5055590860034;CB096PL;AKUMULATOR COMLINE 75AH ;;;;;KOM;2,00;102,56;123,08;144,00;;0,00;;D
21175;50;*Bez*;*Bez*;31675;5710412058067;1114501800(100718);RAČVA VODE ;;;;;KOM;1,00;3,00;5,38;6,29;;0,00;;D
21184;50;*Bez*;*Bez*;30649;4082300165630;H11 12V55W;SIJALICA H11 12V55W ;;;;;KOM;4,00;5,8525;9,60;11,23;;0,00;;D
21188;50;*Bez*;*Bez*;30653;5055339111922;EKF244A(CUK3461);FILTER KLIME ;;;;;KOM;1,00;17,40;27,00;31,59;;0,00;;D
21189;50;*Bez*;*Bez*;31187;5413978163113;63467;STABILIZATOR POLO 20MM ;;;;;KOM;1,00;12,00;14,00;16,38;;0,00;;D
21194;50;*Bez*;*Bez*;28829;5055107426203;;MOBIL ATF 320 1/1 DEXRON III ;;;;;KOM;1,00;9,00;12,82;15,00;;0,00;;D
21199;50;*Bez*;*Bez*;30274;4011558327507;HU720/3X;FILTER ULJA BMW ;;;;;KOM;1,00;16,00;19,20;22,46;;0,00;;D
21201;50;*Bez*;*Bez*;31196;5055181559743;EKF101;FILTER KLIME ;;;;;KOM;1,00;9,45;13,91;16,27;;0,00;;D
21204;50;*Bez*;*Bez*;31199;4014870064365;713610990(713610770);LEŽAJ PREDNJI GOLF V 3VIJKA ;;;;;KOM;2,00;102,645;157,00;183,69;;0,00;;D
21206;50;*Bez*;*Bez*;31201;5055590808609;CBJ7011;KUGLA RENO ;;;;;KOM;1,00;8,00;12,00;14,04;;0,00;;D
21211;50;*Bez*;*Bez*;31206;3165143536186;A938S;BRISAČI AERO MERCEDES W204/212 60+60CM ;;;;;KOM;1,00;33,50;47,86;56,00;;0,00;;D
21213;50;*Bez*;*Bez*;31208;5414465651335;T38415(55123);ŠPANER VAGA MERCEDES ;;;;;KOM;1,00;37,25;61,95;72,48;;0,00;;D
21215;50;*Bez*;*Bez*;31210;8717109252415;17333(DF4211);DISK ZADNJI AUDI PASAT ;;;;;KOM;2,00;19,62;30,00;35,10;;0,00;;D
21216;50;*Bez*;*Bez*;30132;4005108541178;534018010;ŠPANER REMENA ;;;;;KOM;1,00;62,00;87,72;102,63;;0,00;;D
21223;50;*Bez*;*Bez*;30139;3322938162481;GDB1984(1357);PLOČICE PR. GOLF IV A3 OCTAVIA POLO 09- ;;;;;KOM;1,00;35,44;54,00;63,18;;0,00;;D
21231;50;*Bez*;*Bez*;30147;30147;EKF121A(CUK2433);FILTER KLIME FORD ;;;;;KOM;1,00;12,20;19,00;22,23;;0,00;;D
21234;50;*Bez*;*Bez*;30847;3322937007691;BWD113;KOČIONI CILINDAR TOČKA GOLF III AUDI 80 ŠKODA 19MM ;;;;;KOM;2,00;10,12;15,86;18,56;;0,00;;D
21236;50;*Bez*;*Bez*;30849;5055181515893;EAF416(C37132);FILTER ZRAKA SEAT VW ;;;;;KOM;1,00;8,33;13,43;15,71;;0,00;;D
21238;50;*Bez*;*Bez*;30851;5710412058074;1114501900(100720);RAČVA VODE GOLF III PASAT 1,8/2,0 ;;;;;KOM;1,00;3,00;5,81;6,80;;0,00;;D
21251;50;*Bez*;*Bez*;30709;5055181533644;EAF557(C2485/2);FILTER ZRAKA CLIO III 1.2-1.6 16V 06- ;;;;;KOM;1,00;7,91;13,00;15,21;;0,00;;D
21252;50;*Bez*;*Bez*;30710;4011558009038;WK6002;FILTER GORIVA RENO CLIO 1.2/1.4/1.6 ;;;;;KOM;1,00;15,20;21,77;25,47;;0,00;;D
21276;50;*Bez*;*Bez*;29838;5413978198900;863704SET;ČAURE ZADNJEG TRAPA GOLF IV 72MM ;;;;;KOM;1,00;30,00;50,52;59,11;;0,00;;D
21291;50;*Bez*;*Bez*;30902;4005108597977;538000610(65443/65413);VODENA PUMPA VW GOLF IV 1.9D/TDI 97- ;;;;;KOM;1,00;38,84;59,82;69,99;;0,00;;D
21295;50;*Bez*;*Bez*;31678;5414465354434;6PK1548GAT;MIKROREMEN 6PK1548 ;;;;;KOM;1,00;17,65;27,70;32,41;;0,00;;D
21299;50;*Bez*;*Bez*;31682;8808563398396;225/45R17H W452;GUMA HANKOOK M+S WINTER ICEPT 225/45R17H W452 ;;;;;KOM;1,00;137,11;197,85;231,48;;0,00;;D
21300;50;*Bez*;*Bez*;31683;BSG 60-201-007;BSG 60-201-007;KABLOVI PLOČICA ZADNJI ;;;;;KOM;2,00;3,00;4,26;4,98;;0,00;;D
21303;50;*Bez*;*Bez*;31686;5055181539813;ECV161;ZGLOB TOČKA ;;;;;KOM;2,00;29,79;41,96;49,09;;0,00;;D
21306;50;*Bez*;*Bez*;30615;3322938162238;GDB1956;DISK PLOČICE PREDNJE VW GOLF VII AUDI ŠKODA ;;;;;KOM;1,00;54,06;83,18;97,32;;0,00;;D
21308;50;*Bez*;*Bez*;30617;4040074266007;0140420014;KOČIONO CRIJEVO ZAD. MERC. A KLASA W168 ;;;;;KOM;1,00;12,50;15,29;17,89;;0,00;;D
21311;50;*Bez*;*Bez*;30620;4005108598578;530008230;SET ZUPČASTOG VW ;;;;;KOM;1,00;179,30;275,84;322,73;;0,00;;D
21326;50;*Bez*;*Bez*;29894;5055181516586;EAF488(C30130/2);FILTER ZRAKA OPEL ASTRA-ZAFIRA ;;;;;KOM;2,00;7,68;12,87;15,06;;0,00;;D
21332;50;*Bez*;*Bez*;31212;31212;F00VC17504;PODLOŠKA DIZNE ;;;;;KOM;4,00;1,1125;1,71;2,00;;0,00;;D
21333;50;*Bez*;*Bez*;31213;5412571009736;(6380)11,5X685;KLIN.REMEN 11,5X685 ;;;;;KOM;1,00;4,50;8,01;9,37;;0,00;;D
21334;50;*Bez*;*Bez*;31214;5055181520316;CHN11532(W816/80);FILTER ULJA ;;;;;KOM;1,00;4,50;7,04;8,24;;0,00;;D
21335;50;*Bez*;*Bez*;31215;5710412066529;1116003400;VENTIL NAFTE NEPOVRATNI VW AUDI 2.5TDI 97- ;;;;;KOM;1,00;7,23;11,13;13,02;;0,00;;D
21337;50;*Bez*;*Bez*;31217;4013872815463;3114600007;ČAURA ZA VOĐENJE KVAČILO ;;;;;KOM;1,00;17,00;23,11;27,04;;0,00;;D
21339;50;*Bez*;*Bez*;31219;087295163467;Y-745U;NGK GRIJAČ MERCEDES ;;;;;KOM;7,00;11,4186;17,00;19,89;;0,00;;D
21341;50;*Bez*;*Bez*;31221;4011558067915;WK6031;FILTER GORIVA ;;;;;KOM;2,00;10,525;16,60;19,42;;0,00;;D
21343;50;*Bez*;*Bez*;31265;5710412058142;1114502500;RAČVA VODE ;;;;;KOM;1,00;3,00;5,32;6,22;;0,00;;D
21347;50;*Bez*;*Bez*;31269;5055339112295;EKF295A(CUK2442);FILTER KABINE ;;;;;KOM;1,00;15,97;25,20;29,48;;0,00;;D
21355;50;*Bez*;*Bez*;31813;4082300191387;8GA 002 071-121;SIJALICA 12V 5W R5W ;;;;;KOM;13,00;0,3394;0,85;0,99;;0,00;;D
21356;50;*Bez*;*Bez*;31814;5055339139056;EAF719(C32130);FILTER ZRAKA AUDI A4 2007- ;;;;;KOM;1,00;10,82;16,60;19,42;;0,00;;D
21357;50;*Bez*;*Bez*;31815;5055181559811;EKF106A(CUK2450);FILTER KLIME AUDI A4 2007- ;;;;;KOM;1,00;12,00;19,33;22,62;;0,00;;D
21358;50;*Bez*;*Bez*;31816;3322937370092;GDB1596;PLOČICE ZADNJE ;;;;;KOM;1,00;37,58;57,81;67,64;;0,00;;D
21360;50;*Bez*;*Bez*;31818;5055339181376;EFF247(PU8008);FILTER GORIVA VW 2010- ;;;;;KOM;1,00;18,39;28,74;33,63;;0,00;;D
21361;50;*Bez*;*Bez*;31819;4011558063597;PU8008/1;FILTER GORIVA VW 2010- ;;;;;KOM;1,00;28,98;47,00;54,99;;0,00;;D
21381;50;*Bez*;*Bez*;30725;6928947370014;603001;ZGLOB UNUTARNJI ;;;;;KOM;1,00;49,00;60,00;70,20;;0,00;;D
21390;50;*Bez*;*Bez*;31462;4011442505295;825428;ŠOLJA AMORTIZERA GOLF V/VI ZADNJI ;;;;;KOM;2,00;15,00;22,00;25,74;;0,00;;D
21395;50;*Bez*;*Bez*;31310;31310;LVXL534(36896);PLOČICE PREDNJE OPEL ;;;;;KOM;1,00;20,00;33,08;38,70;;0,00;;D
21396;50;*Bez*;*Bez*;31311;3413520371128;KB655.07;ŠOLJA AMORTIZERA RENO ;;;;;KOM;2,00;24,445;35,04;41,00;;0,00;;D
21397;50;*Bez*;*Bez*;31312;4019064357933;36174;MANŽETNA TOČKA A4/A6 PASAT ;;;;;KOM;5,00;11,776;16,77;19,62;;0,00;;D
21401;50;*Bez*;*Bez*;31316;3322937475599;JBJ751;KUGLA GOLF V LX ;;;;;KOM;2,00;27,09;42,13;49,29;;0,00;;D
